"_mkv_child",description,"rule_name_short","splunk_app","tactic_id","tactic_name",technique,"technique_id","technique_name"
0,"<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Permission Groups Discovery",T1069,"Permission Groups Discovery"
0,"<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Process Discovery",T1057,"Process Discovery"
0,"<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Network Configuration Discovery",T1016,"System Network Configuration Discovery"
0,"<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Owner/User Discovery",T1033,"System Owner/User Discovery"
0,"<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Information Discovery",T1082,"System Information Discovery"
0,"<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Service Discovery",T1007,"System Service Discovery"
0,"<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Account Discovery",T1087,"Account Discovery"
0,"<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Permission Groups Discovery",T1069,"Permission Groups Discovery"
0,"<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Network Configuration Discovery",T1016,"System Network Configuration Discovery"
0,"<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Information Discovery",T1082,"System Information Discovery"
0,"<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Owner/User Discovery",T1033,"System Owner/User Discovery"
0,"<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Process Discovery",T1057,"Process Discovery"
0,"<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Service Discovery",T1007,"System Service Discovery"
0,"<p>A technique used by attackers is to create an account, take some actions, and then delete it right away. This search will find those accounts on the local system.</p><p><b>Alert Volume:</b> Low</p>","Short Lived Admin Accounts","Splunk Security Essentials",TA0003,Persistence,"TA0003;Persistence;Create Account",T1136,"Create Account"
0,"<p>A technique used by attackers is to create an account, take some actions, and then delete it right away. This search will find those accounts on the local system.</p><p><b>Alert Volume:</b> Low</p>","Short Lived Admin Accounts","Splunk Security Essentials",,,"",TA0005,
0,"<p>Find users who printed more pages than normal.</p><p><b>Alert Volume:</b> Medium</p>","Increase in Pages Printed","Splunk Security Essentials",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Physical Medium",T1052,"Exfiltration Over Physical Medium"
0,"<p>Both to detect data exfiltration and compromised account, we can analyze users that are sending out dramatically more data than normal. This search looks per source email address for big increases in volume.</p><p><b>Alert Volume:</b> Low</p>","User with Increase in Outgoing Email","Splunk Security Essentials",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Alternative Protocol",T1048,"Exfiltration Over Alternative Protocol"
0,"<p>Sending password reset emails is a common phishing technique. Protect your users by identifying spikes in the number of suspicious emails entering your environment.</p><p><b>Alert Volume:</b> Very Low</p>","Spike in Password Reset Emails","Splunk Security Essentials",TA0001,"Initial Access","TA0001;Initial Access;Spearphishing Link",T1192,"Spearphishing Link"
0,"<p>Salesforce.com contains the most critical information for many companies. This example tracks the number of documents downloaded per day per user, to detect exfiltration.</p><p><b>Alert Volume:</b> Medium</p>","Spike in Downloaded Documents Per User from Salesforce.com","Splunk Security Essentials",TA0009,Collection,"TA0009;Collection;Data from Information Repositories",T1213,"Data from Information Repositories"
0,"<p>For many organizations, Salesforce.com contains the most critical information in their company. This use case tracks the number of records exported per day (and is based on a real set of data collection).</p><p><b>Alert Volume:</b> Medium</p>","Spike in Exported Records from Salesforce.com","Splunk Security Essentials",TA0009,Collection,"TA0009;Collection;Data from Information Repositories",T1213,"Data from Information Repositories"
0,"<p>If a healthcare worker views more patient records than normal or more than their peers, it could be a sign that their system is infected, or that they are exfiltrating patient data.</p><p><b>Alert Volume:</b> Low</p>","Healthcare Worker Opening More Patient Records Than Usual","Splunk Security Essentials",TA0009,Collection,"TA0009;Collection;Data from Information Repositories",T1213,"Data from Information Repositories"
0,"<p>If a healthcare worker views more patient records than normal or more than their peers, it could be a sign that their system is infected, or that they are exfiltrating patient data.</p><p><b>Alert Volume:</b> Low</p>","Healthcare Worker Opening More Patient Records Than Usual","Splunk Security Essentials",TA0009,Collection,"TA0009;Collection;Data from Network Shared Drive",T1039,"Data from Network Shared Drive"
0,"<p>In late August 2018, a new Windows Zero Day was announced via Twitter, and the only apparent defense is to detect unusual child processes from spoolsv.exe or connhost.exe. SSE already detected the POC, but this specifically looks for any potential detection.</p>","Unusual Child Process for spoolsv.exe or connhost.exe","Splunk Security Essentials",TA0004,"Privilege Escalation","TA0004;Privilege Escalation;Exploitation for Privilege Escalation",T1068,"Exploitation for Privilege Escalation"
0,"<p>Oftentimes we're able to detect malware by looking for unusually long command line strings.</p><p><b>Alert Volume:</b> Low</p>","Find Unusually Long CLI Commands","Splunk Security Essentials",TA0002,Execution,"TA0002;Execution;Command-Line Interface",T1059,"Command-Line Interface"
0,"<p>Detect outbound communication to Dynamic DNS servers, which are frequently leveraged for command and control by all types of attackers.</p>","Basic Dynamic DNS Detection","Splunk Security Essentials",,,"",T1333,
0,"<p>Detect outbound communication to Dynamic DNS servers, which are frequently leveraged for command and control by all types of attackers.</p>","Basic Dynamic DNS Detection","Splunk Security Essentials",,,"",T1311,
0,"<p>Detect outbound communication to Dynamic DNS servers, which are frequently leveraged for command and control by all types of attackers.</p>","Basic Dynamic DNS Detection","Splunk Security Essentials",TA0011,"Command and Control","TA0011;Command and Control;Standard Application Layer Protocol",T1071,"Standard Application Layer Protocol"
0,"<p>Find internal addresses that aren't in your Asset database.</p>","RFC1918 IP Not in CMDB","Splunk Security Essentials",TA0001,"Initial Access","TA0001;Initial Access;Hardware Additions",T1200,"Hardware Additions"
0,"<p>This use case looks for the fsutil process clearing the update sequence number (USN) change journal.</p><p><b>Alert Volume:</b> Low</p>","Detect Journal Clearing","Splunk Security Essentials",TA0005,"Defense Evasion","TA0005;Defense Evasion;Indicator Removal on Host",T1070,"Indicator Removal on Host"
0,"<p>This use case looks for WMI being used for lateral movement.</p><p><b>Alert Volume:</b> Low</p>","Detect Lateral Movement With WMI","Splunk Security Essentials",TA0008,"Lateral Movement","TA0008;Lateral Movement;Remote Services",T1021,"Remote Services"
0,"<p>This use case looks for WMI being used for lateral movement.</p><p><b>Alert Volume:</b> Low</p>","Detect Lateral Movement With WMI","Splunk Security Essentials",TA0002,Execution,"TA0002;Execution;Windows Management Instrumentation",T1047,"Windows Management Instrumentation"
0,"<p>This use case looks for the wevutil process clearing the Windows Audit Logs</p><p><b>Alert Volume:</b> Low</p>","Detect Log Clearing With wevtutil","Splunk Security Essentials",TA0005,"Defense Evasion","TA0005;Defense Evasion;Indicator Removal on Host",T1070,"Indicator Removal on Host"
